Id ;Heure;Débit;Total;Pression;Densité
15919;22:36:36;93;96123;182;
15920;22:36:40;92;96129;182;
15921;22:36:44;92;96136;182;
15922;22:36:48;93;96142;182;
15923;22:36:52;92;96148;182;
15924;22:36:56;89;96155;182;
15925;22:37:00;91;96161;181;
15926;22:37:04;89;96167;182;
15927;22:37:08;88;96174;181;
15928;22:37:12;89;96180;182;
15929;22:37:16;91;96186;182;
15930;22:37:20;93;96193;182;
15931;22:37:24;93;96199;181;
15932;22:37:28;93;96205;182;
15933;22:37:32;93;96212;181;
15934;22:37:36;93;96218;182;
15935;22:37:40;92;96224;181;
15936;22:37:44;93;96231;181;
15937;22:37:48;92;96237;182;
15938;22:37:52;93;96243;182;
15939;22:37:56;93;96250;182;
15940;22:38:00;93;96256;182;
15941;22:38:04;93;96262;181;
15942;22:38:08;92;96269;181;
15943;22:38:12;93;96275;181;
15944;22:38:16;94;96281;181;
15945;22:38:20;93;96288;182;
15946;22:38:24;92;96294;181;
15947;22:38:28;92;96300;182;
15948;22:38:32;91;96307;182;
15949;22:38:36;92;96313;181;
15950;22:38:40;93;96319;181;
15951;22:38:44;93;96326;182;
15952;22:38:48;93;96332;181;
15953;22:38:52;92;96338;181;
15954;22:38:56;94;96345;182;
15955;22:39:00;93;96351;181;
15956;22:39:04;93;96357;182;
15957;22:39:08;93;96364;181;
15958;22:39:12;94;96370;181;
15959;22:39:16;93;96376;182;
15960;22:39:20;94;96383;181;
15961;22:39:24;92;96389;181;
15962;22:39:28;94;96395;182;
15963;22:39:32;96;96402;181;
15964;22:39:36;96;96408;181;
15965;22:39:40;96;96414;181;
15966;22:39:44;94;96421;181;
15967;22:39:48;94;96427;181;
15968;22:39:52;94;96433;181;
15969;22:39:56;96;96440;181;
15970;22:40:00;94;96446;182;
15971;22:40:04;94;96452;181;
15972;22:40:08;93;96458;181;
15973;22:40:12;96;96465;182;
15974;22:40:16;97;96471;181;
15975;22:40:20;96;96477;181;
15976;22:40:24;96;96484;181;
15977;22:40:28;97;96490;181;
15978;22:40:32;96;96496;182;
15979;22:40:36;94;96503;181;
15980;22:40:40;93;96509;181;
15981;22:40:44;93;96515;182;
15982;22:40:48;94;96522;181;
15983;22:40:52;93;96528;181;
15984;22:40:56;96;96534;181;
15985;22:41:00;97;96541;181;
15986;22:41:04;96;96547;181;
15987;22:41:08;94;96553;181;
15988;22:41:12;94;96560;181;
15989;22:41:16;94;96566;182;
15990;22:41:20;93;96572;181;
15991;22:41:24;93;96579;181;
15992;22:41:28;92;96585;182;
15993;22:41:32;92;96591;181;
15994;22:41:36;91;96598;181;
15995;22:41:40;92;96604;182;
15996;22:41:44;92;96610;181;
15997;22:41:48;93;96617;181;
15998;22:41:52;92;96623;181;
15999;22:41:56;93;96629;181;
16000;22:42:00;93;96636;181;
16001;22:42:04;91;96642;181;
16002;22:42:08;91;96648;181;
16003;22:42:12;91;96655;182;
16004;22:42:16;91;96661;181;
16005;22:42:20;92;96667;181;
16006;22:42:24;88;96673;182;
16007;22:42:28;89;96680;181;
16008;22:42:32;88;96686;181;
16009;22:42:36;88;96692;181;
16010;22:42:40;89;96699;181;
16011;22:42:44;92;96705;181;
16012;22:42:48;92;96711;181;
16013;22:42:52;92;96718;181;
16014;22:42:56;93;96724;181;
16015;22:43:00;93;96730;181;
16016;22:43:04;92;96737;181;
16017;22:43:08;92;96743;182;
16018;22:43:12;93;96749;181;
16019;22:43:16;96;96756;181;
16020;22:43:20;94;96762;182;
16021;22:43:24;96;96768;181;
16022;22:43:28;94;96775;181;
16023;22:43:32;94;96781;182;
16024;22:43:36;97;96787;181;
16025;22:43:40;98;96794;181;
16026;22:43:44;100;96800;181;
16027;22:43:48;100;96806;181;
16028;22:43:52;100;96813;181;
16029;22:43:56;97;96819;181;
16030;22:44:00;96;96825;181;
16031;22:44:04;97;96832;182;
16032;22:44:08;98;96838;181;
16033;22:44:12;97;96844;181;
16034;22:44:16;96;96850;181;
16035;22:44:20;96;96857;181;
16036;22:44:24;96;96863;181;
16037;22:44:28;96;96869;182;
16038;22:44:32;97;96876;181;
16039;22:44:36;97;96882;181;
16040;22:44:40;98;96888;181;
16041;22:44:44;96;96895;181;
16042;22:44:48;97;96901;181;
16043;22:44:52;96;96907;181;
16044;22:44:56;96;96913;181;
16045;22:45:00;96;96920;182;
16046;22:45:04;97;96926;181;
16047;22:45:08;100;96932;181;
16048;22:45:12;97;96939;182;
16049;22:45:16;98;96945;180;
16050;22:45:20;101;96951;181;
16051;22:45:24;101;96958;181;
16052;22:45:28;102;96964;181;
16053;22:45:32;102;96971;182;
16054;22:45:36;102;96977;182;
16055;22:45:40;101;96984;182;
16056;22:45:44;100;96990;182;
16057;22:45:48;100;96997;182;
16058;22:45:52;98;97003;182;
16059;22:45:56;100;97010;182;
16060;22:46:00;98;97016;183;
16061;22:46:04;100;97023;182;
16062;22:46:08;100;97029;183;
16063;22:46:12;97;97036;182;
16064;22:46:16;96;97042;182;
16065;22:46:20;96;97049;182;
16066;22:46:24;94;97055;182;
16067;22:46:28;92;97062;183;
16068;22:46:32;91;97068;183;
16069;22:46:36;92;97075;183;
16070;22:46:40;91;97081;182;
16071;22:46:44;92;97088;183;
16072;22:46:48;92;97094;182;
16073;22:46:52;94;97101;183;
16074;22:46:56;94;97107;183;
16075;22:47:00;93;97114;183;
16076;22:47:04;92;97120;183;
16077;22:47:08;91;97127;182;
16078;22:47:12;89;97133;183;
16079;22:47:16;91;97140;182;
16080;22:47:20;91;97147;183;
16081;22:47:24;92;97153;182;
16082;22:47:28;92;97160;183;
16083;22:47:32;93;97166;182;
16084;22:47:36;93;97173;183;
16085;22:47:40;92;97179;183;
16086;22:47:44;92;97186;183;
16087;22:47:48;93;97192;183;
16088;22:47:52;93;97199;183;
16089;22:47:56;93;97205;183;
16090;22:48:00;93;97212;182;
16091;22:48:04;94;97218;183;
16092;22:48:08;94;97225;182;
16093;22:48:12;96;97231;183;
16094;22:48:16;97;97238;183;
16095;22:48:20;98;97244;183;
16096;22:48:24;100;97251;182;
16097;22:48:28;100;97257;183;
16098;22:48:32;98;97264;183;
16099;22:48:36;97;97271;183;
16100;22:48:40;97;97277;183;
16101;22:48:44;100;97283;183;
16102;22:48:48;101;97290;183;
16103;22:48:52;101;97297;183;
16104;22:48:56;101;97303;183;
16105;22:49:00;102;97310;183;
16106;22:49:04;100;97316;183;
16107;22:49:08;100;97323;183;
16108;22:49:12;102;97329;184;
16109;22:49:16;103;97336;183;
16110;22:49:20;102;97342;183;
16111;22:49:24;101;97349;183;
16112;22:49:28;102;97355;183;
16113;22:49:32;101;97362;183;
16114;22:49:36;102;97368;183;
16115;22:49:40;103;97375;183;
16116;22:49:44;102;97381;183;
16117;22:49:48;102;97388;183;
16118;22:49:52;101;97394;183;
16119;22:49:56;98;97401;183;
16120;22:50:00;98;97407;183;
16121;22:50:04;97;97414;184;
16122;22:50:08;97;97420;183;
16123;22:50:12;97;97427;183;
16124;22:50:16;97;97434;183;
16125;22:50:20;98;97440;183;
16126;22:50:24;97;97447;183;
16127;22:50:28;97;97453;183;
16128;22:50:32;97;97460;183;
16129;22:50:36;96;97466;183;
16130;22:50:40;96;97473;183;
16131;22:50:44;96;97479;183;
16132;22:50:48;97;97486;183;
16133;22:50:52;98;97492;183;
16134;22:50:56;97;97499;184;
16135;22:51:00;97;97505;183;
16136;22:51:04;98;97512;183;
16137;22:51:08;97;97518;183;
16138;22:51:12;97;97525;183;
16139;22:51:16;97;97531;183;
16140;22:51:20;96;97538;183;
16141;22:51:24;96;97544;183;
16142;22:51:28;94;97551;183;
16143;22:51:32;93;97557;183;
16144;22:51:36;92;97564;183;
16145;22:51:40;93;97570;184;
16146;22:51:44;94;97577;183;
16147;22:51:48;93;97583;184;
16148;22:51:52;94;97590;183;
16149;22:51:56;94;97597;183;
16150;22:52:00;93;97603;183;
16151;22:52:04;93;97610;183;
16152;22:52:08;92;97616;183;
16153;22:52:12;92;97623;183;
16154;22:52:16;92;97629;183;
16155;22:52:20;93;97636;183;
16156;22:52:24;93;97642;183;
16157;22:52:28;93;97649;183;
16158;22:52:32;93;97656;184;
16159;22:52:36;94;97662;183;
16160;22:52:40;96;97669;184;
16161;22:52:44;96;97675;183;
16162;22:52:48;96;97682;183;
16163;22:52:52;94;97688;183;
16164;22:52:56;96;97695;183;
16165;22:53:00;94;97701;183;
16166;22:53:04;96;97708;183;
16167;22:53:08;96;97714;183;
16168;22:53:12;98;97721;183;
16169;22:53:16;98;97727;183;
16170;22:53:20;100;97734;183;
16171;22:53:24;101;97741;184;
16172;22:53:28;101;97747;183;
16173;22:53:32;100;97754;184;
16174;22:53:36;101;97760;183;
16175;22:53:40;102;97767;184;
16176;22:53:44;102;97773;183;
16177;22:53:48;102;97780;184;
16178;22:53:52;102;97786;183;
16179;22:53:56;102;97793;183;
16180;22:54:00;102;97799;183;
16181;22:54:04;102;97806;183;
16182;22:54:08;101;97813;183;
16183;22:54:12;100;97819;183;
16184;22:54:16;100;97826;183;
16185;22:54:20;98;97832;183;
16186;22:54:24;98;97839;184;
16187;22:54:28;97;97845;183;
16188;22:54:32;94;97852;183;
16189;22:54:36;94;97858;183;
16190;22:54:40;96;97865;184;
16191;22:54:44;97;97871;183;
16192;22:54:48;94;97878;184;
16193;22:54:52;96;97885;183;
16194;22:54:56;97;97891;183;
16195;22:55:00;98;97898;183;
16196;22:55:04;98;97904;183;
16197;22:55:08;98;97911;183;
16198;22:55:12;100;97917;183;
16199;22:55:16;100;97924;183;
16200;22:55:20;100;97930;183;
16201;22:55:24;100;97937;183;
16202;22:55:28;101;97944;183;
16203;22:55:32;102;97950;184;
16204;22:55:36;103;97957;183;
16205;22:55:40;105;97963;184;
16206;22:55:44;105;97970;183;
16207;22:55:48;105;97976;184;
16208;22:55:52;105;97983;183;
16209;22:55:56;105;97989;184;
16210;22:56:00;105;97996;183;
16211;22:56:04;105;98003;184;
16212;22:56:08;105;98009;183;
16213;22:56:12;105;98016;183;
16214;22:56:16;102;98022;183;
16215;22:56:20;102;98029;183;
16216;22:56:24;102;98035;183;
16217;22:56:28;103;98042;183;
16218;22:56:32;103;98048;183;
16219;22:56:36;102;98055;183;
16220;22:56:40;100;98062;183;
16221;22:56:44;100;98068;183;
16222;22:56:48;100;98075;184;
16223;22:56:52;100;98081;183;
16224;22:56:56;98;98088;184;
16225;22:57:00;100;98094;183;
16226;22:57:04;97;98101;184;
16227;22:57:08;97;98107;183;
16228;22:57:12;97;98114;184;
16229;22:57:16;96;98121;183;
16230;22:57:20;97;98127;183;
16231;22:57:24;97;98134;183;
16232;22:57:28;97;98140;183;
16233;22:57:32;96;98147;183;
16234;22:57:36;96;98153;183;
16235;22:57:40;97;98160;183;
16236;22:57:44;97;98166;183;
16237;22:57:48;96;98173;184;
16238;22:57:52;97;98180;183;
16239;22:57:56;98;98186;183;
16240;22:58:00;100;98193;183;
16241;22:58:04;98;98199;184;
16242;22:58:08;98;98206;183;
16243;22:58:12;100;98212;184;
16244;22:58:16;101;98219;183;
16245;22:58:20;101;98225;183;
16246;22:58:24;100;98232;183;
16247;22:58:28;98;98238;183;
16248;22:58:32;98;98245;183;
16249;22:58:36;101;98252;183;
16250;22:58:40;101;98258;183;
16251;22:58:44;100;98265;183;
16252;22:58:48;101;98271;183;
16253;22:58:52;101;98278;183;
16254;22:58:56;100;98284;184;
16255;22:59:00;100;98291;183;
16256;22:59:04;100;98297;184;
16257;22:59:08;101;98304;183;
16258;22:59:12;100;98310;184;
16259;22:59:16;100;98317;183;
16260;22:59:20;101;98323;184;
16261;22:59:24;100;98330;183;
16262;22:59:28;101;98336;183;
16263;22:59:32;102;98343;183;
16264;22:59:36;103;98350;183;
16265;22:59:40;102;98356;183;
16266;22:59:44;101;98363;183;
16267;22:59:48;98;98369;184;
16268;22:59:52;98;98375;183;
16269;22:59:56;97;98382;184;
16270;23:00:00;100;98388;183;
16271;23:00:04;98;98395;184;
16272;23:00:08;98;98402;183;
16273;23:00:12;98;98408;183;
16274;23:00:16;98;98415;183;
16275;23:00:20;101;98421;183;
16276;23:00:24;100;98428;183;
16277;23:00:28;98;98434;183;
16278;23:00:32;97;98441;183;
16279;23:00:36;97;98447;183;
16280;23:00:40;97;98454;184;
16281;23:00:44;97;98460;183;
16282;23:00:48;98;98467;184;
16283;23:00:52;100;98474;183;
16284;23:00:56;101;98480;184;
16285;23:01:00;102;98487;183;
16286;23:01:04;101;98493;184;
16287;23:01:08;102;98500;183;
16288;23:01:12;102;98506;183;
16289;23:01:16;102;98513;183;
16290;23:01:20;102;98520;183;
16291;23:01:24;100;98526;183;
16292;23:01:28;100;98533;183;
16293;23:01:32;98;98539;183;
16294;23:01:36;101;98546;183;
16295;23:01:40;98;98552;183;
16296;23:01:44;98;98559;183;
16297;23:01:48;98;98566;183;
16298;23:01:52;100;98572;183;
16299;23:01:56;97;98579;184;
16300;23:02:00;96;98585;183;
16301;23:02:04;94;98592;184;
16302;23:02:08;96;98598;183;
16303;23:02:12;94;98605;184;
16304;23:02:16;94;98611;183;
16305;23:02:20;94;98618;184;
16306;23:02:24;94;98624;183;
16307;23:02:28;94;98631;183;
16308;23:02:32;94;98638;183;
16309;23:02:36;94;98644;183;
16310;23:02:40;92;98651;183;
16311;23:02:44;91;98657;183;
16312;23:02:48;92;98664;184;
16313;23:02:52;91;98670;183;
16314;23:02:56;91;98677;183;
16315;23:03:00;92;98684;183;
16316;23:03:04;93;98690;183;
16317;23:03:08;94;98697;183;
16318;23:03:12;93;98703;184;
16319;23:03:16;94;98710;183;
16320;23:03:20;96;98716;184;
16321;23:03:24;97;98723;183;
16322;23:03:28;96;98729;183;
16323;23:03:32;94;98736;183;
16324;23:03:36;96;98743;183;
16325;23:03:40;96;98749;183;
16326;23:03:44;98;98756;183;
16327;23:03:48;98;98762;183;
16328;23:03:52;98;98769;183;
16329;23:03:56;98;98775;183;
16330;23:04:00;98;98782;183;
16331;23:04:04;100;98788;184;
16332;23:04:08;100;98795;183;
16333;23:04:12;101;98801;184;
16334;23:04:16;102;98808;183;
16335;23:04:20;100;98814;184;
16336;23:04:24;101;98821;183;
16337;23:04:28;100;98828;184;
16338;23:04:32;101;98834;183;
16339;23:04:36;101;98841;183;
16340;23:04:40;100;98847;183;
16341;23:04:44;100;98854;183;
16342;23:04:48;98;98860;183;
16343;23:04:52;98;98867;183;
16344;23:04:56;100;98873;184;
16345;23:05:00;98;98880;183;
16346;23:05:04;97;98886;184;
16347;23:05:08;97;98893;183;
16348;23:05:12;94;98900;183;
16349;23:05:16;94;98906;183;
16350;23:05:20;96;98913;184;
16351;23:05:24;96;98919;183;
16352;23:05:28;97;98926;184;
16353;23:05:32;97;98932;183;
16354;23:05:36;97;98939;183;
16355;23:05:40;96;98945;183;
16356;23:05:44;97;98952;183;
16357;23:05:48;96;98958;183;
16358;23:05:52;98;98965;183;
16359;23:05:56;97;98971;183;
16360;23:06:00;97;98978;183;
16361;23:06:04;97;98984;183;
16362;23:06:08;98;98991;183;
16363;23:06:12;97;98998;184;
16364;23:06:16;98;99004;183;
16365;23:06:20;98;99011;184;
16366;23:06:24;98;99017;183;
16367;23:06:28;96;99024;184;
16368;23:06:32;97;99030;183;
16369;23:06:36;97;99037;184;
16370;23:06:40;96;99043;183;
16371;23:06:44;94;99050;184;
16372;23:06:48;94;99056;183;
16373;23:06:52;93;99063;183;
16374;23:06:56;92;99070;183;
16375;23:07:00;93;99076;183;
16376;23:07:04;93;99083;183;
16377;23:07:08;94;99089;183;
16378;23:07:12;94;99096;183;
16379;23:07:16;94;99102;183;
16380;23:07:20;96;99109;183;
16381;23:07:24;93;99115;183;
16382;23:07:28;94;99122;184;
16383;23:07:32;94;99128;183;
16384;23:07:36;96;99135;184;
16385;23:07:40;94;99141;183;
16386;23:07:44;94;99148;184;
16387;23:07:48;96;99154;183;
16388;23:07:52;97;99161;184;
16389;23:07:56;98;99168;183;
16390;23:08:00;100;99174;183;
16391;23:08:04;100;99181;183;
16392;23:08:08;100;99187;183;
16393;23:08:12;98;99194;183;
16394;23:08:16;97;99200;183;
16395;23:08:20;97;99207;184;
16396;23:08:24;98;99213;183;
16397;23:08:28;100;99220;183;
16398;23:08:32;100;99227;183;
16399;23:08:36;98;99233;183;
16400;23:08:40;100;99240;183;
16401;23:08:44;100;99246;184;
16402;23:08:48;100;99253;183;
16403;23:08:52;97;99259;184;
16404;23:08:56;98;99266;183;
16405;23:09:00;97;99272;184;
16406;23:09:04;96;99279;183;
16407;23:09:08;97;99285;184;
16408;23:09:12;96;99292;183;
16409;23:09:16;94;99299;183;
16410;23:09:20;94;99305;183;
16411;23:09:24;94;99312;183;
16412;23:09:28;93;99318;183;
16413;23:09:32;93;99325;183;
16414;23:09:36;92;99331;184;
16415;23:09:40;93;99338;183;
16416;23:09:44;93;99344;184;
16417;23:09:48;93;99351;183;
16418;23:09:52;92;99357;184;
16419;23:09:56;93;99364;183;
16420;23:10:00;92;99370;184;
16421;23:10:04;93;99377;183;
16422;23:10:08;94;99384;184;
16423;23:10:12;93;99390;183;
16424;23:10:16;93;99397;183;
16425;23:10:20;94;99403;183;
16426;23:10:24;96;99410;183;
16427;23:10:28;96;99416;183;
16428;23:10:32;98;99423;184;
16429;23:10:36;98;99429;183;
16430;23:10:40;98;99436;183;
16431;23:10:44;97;99442;183;
16432;23:10:48;97;99449;183;
16433;23:10:52;96;99456;184;
16434;23:10:56;98;99462;183;
16435;23:11:00;98;99469;184;
16436;23:11:04;98;99475;183;
16437;23:11:08;98;99482;184;
16438;23:11:12;101;99488;183;
16439;23:11:16;101;99495;184;
16440;23:11:20;102;99502;184;
16441;23:11:24;101;99508;184;
16442;23:11:28;102;99515;183;
16443;23:11:32;102;99521;183;
16444;23:11:36;101;99528;183;
16445;23:11:40;101;99534;184;
16446;23:11:44;101;99541;183;
16447;23:11:48;102;99547;183;
16448;23:11:52;105;99554;183;
16449;23:11:56;106;99561;183;
16450;23:12:00;107;99567;183;
16451;23:12:04;107;99574;183;
16452;23:12:08;107;99580;184;
16453;23:12:12;108;99587;183;
16454;23:12:16;108;99593;184;
16455;23:12:20;107;99600;183;
16456;23:12:24;106;99606;184;
16457;23:12:28;107;99613;183;
16458;23:12:32;105;99620;184;
16459;23:12:36;106;99626;184;
16460;23:12:40;105;99633;184;
16461;23:12:44;105;99639;183;
16462;23:12:48;105;99646;184;
16463;23:12:52;105;99652;183;
16464;23:12:56;102;99659;184;
16465;23:13:00;102;99666;184;
16466;23:13:04;101;99672;184;
16467;23:13:08;100;99679;183;
16468;23:13:12;101;99685;184;
16469;23:13:16;100;99692;184;
16470;23:13:20;100;99698;184;
16471;23:13:24;98;99705;183;
16472;23:13:28;100;99712;184;
16473;23:13:32;101;99718;183;
16474;23:13:36;101;99725;183;
16475;23:13:40;101;99731;184;
16476;23:13:44;101;99738;183;
16477;23:13:48;101;99744;184;
16478;23:13:52;101;99751;183;
16479;23:13:56;101;99758;184;
16480;23:14:00;101;99764;183;
16481;23:14:04;101;99771;184;
16482;23:14:08;101;99777;183;
16483;23:14:12;101;99784;184;
16484;23:14:16;101;99790;184;
16485;23:14:20;100;99797;184;
16486;23:14:24;98;99804;183;
16487;23:14:28;98;99810;184;
16488;23:14:32;100;99817;183;
16489;23:14:36;97;99823;184;
16490;23:14:40;98;99830;184;
16491;23:14:44;97;99836;184;
16492;23:14:48;100;99843;183;
16493;23:14:52;96;99850;184;
16494;23:14:56;96;99856;183;
16495;23:15:00;93;99863;185;
16496;23:15:04;94;99869;184;
16497;23:15:08;94;99876;184;
16498;23:15:12;93;99882;183;
16499;23:15:16;94;99889;184;
16500;23:15:20;92;99896;183;
16501;23:15:24;93;99902;184;
16502;23:15:28;92;99909;183;
16503;23:15:32;94;99915;184;
16504;23:15:36;94;99922;183;
16505;23:15:40;96;99928;183;
16506;23:15:44;96;99935;184;
16507;23:15:48;96;99942;183;
16508;23:15:52;96;99948;184;
16509;23:15:56;96;99955;184;
16510;23:16:00;97;99961;184;
16511;23:16:04;97;99968;183;
16512;23:16:08;97;99974;183;
16513;23:16:12;96;99981;184;
16514;23:16:16;97;99988;184;
16515;23:16:20;96;99994;184;
16516;23:16:24;98;100001;184;
16517;23:16:28;98;100007;183;
16518;23:16:32;101;100014;184;
16519;23:16:36;100;100021;183;
16520;23:16:40;100;100027;184;
16521;23:16:44;100;100034;184;
16522;23:16:48;100;100040;184;
16523;23:16:52;98;100047;183;
16524;23:16:56;96;100053;184;
16525;23:17:00;97;100060;183;
16526;23:17:04;97;100067;184;
16527;23:17:08;100;100073;184;
16528;23:17:12;100;100080;184;
16529;23:17:16;102;100086;183;
16530;23:17:20;100;100093;184;
16531;23:17:24;101;100099;184;
16532;23:17:28;100;100106;185;
16533;23:17:32;100;100113;184;
16534;23:17:36;97;100119;184;
16535;23:17:40;98;100126;183;
16536;23:17:44;98;100132;184;
16537;23:17:48;97;100139;183;
16538;23:17:52;98;100145;184;
16539;23:17:56;97;100152;183;
16540;23:18:00;98;100159;184;
16541;23:18:04;98;100165;183;
16542;23:18:08;98;100172;183;
16543;23:18:12;97;100178;183;
16544;23:18:16;96;100185;183;
16545;23:18:20;97;100191;184;
16546;23:18:24;96;100198;184;
16547;23:18:28;97;100205;184;
16548;23:18:32;98;100211;183;
16549;23:18:36;100;100218;184;
16550;23:18:40;101;100224;184;
16551;23:18:44;101;100231;184;
16552;23:18:48;100;100237;184;
16553;23:18:52;101;100244;184;
16554;23:18:56;101;100250;183;
16555;23:19:00;101;100257;184;
16556;23:19:04;101;100264;183;
16557;23:19:08;100;100270;184;
16558;23:19:12;102;100277;184;
16559;23:19:16;101;100283;184;
16560;23:19:20;103;100290;184;
16561;23:19:24;102;100297;184;
16562;23:19:28;103;100303;183;
16563;23:19:32;102;100310;185;
16564;23:19:36;102;100316;184;
16565;23:19:40;101;100323;184;
16566;23:19:44;101;100330;183;
16567;23:19:48;98;100336;184;
16568;23:19:52;100;100343;184;
16569;23:19:56;98;100350;185;
16570;23:20:00;100;100356;184;
16571;23:20:04;100;100363;184;
16572;23:20:08;101;100369;183;
16573;23:20:12;102;100376;184;
16574;23:20:16;101;100382;184;
16575;23:20:20;100;100389;184;
16576;23:20:24;101;100396;184;
16577;23:20:28;101;100402;184;
16578;23:20:32;102;100409;183;
16579;23:20:36;103;100415;183;
16580;23:20:40;103;100422;184;
16581;23:20:44;103;100429;184;
16582;23:20:48;102;100435;184;
16583;23:20:52;102;100442;184;
16584;23:20:56;102;100448;184;
16585;23:21:00;101;100455;183;
16586;23:21:04;101;100462;183;
16587;23:21:08;98;100468;184;
16588;23:21:12;98;100475;184;
16589;23:21:16;97;100481;184;
16590;23:21:20;98;100488;184;
16591;23:21:24;98;100494;183;
16592;23:21:28;100;100501;184;
16593;23:21:32;98;100507;184;
16594;23:21:36;98;100514;184;
16595;23:21:40;100;100521;183;
16596;23:21:44;100;100527;184;
16597;23:21:48;101;100534;183;
16598;23:21:52;100;100540;184;
16599;23:21:56;102;100547;183;
16600;23:22:00;101;100553;184;
16601;23:22:04;102;100560;183;
16602;23:22:08;100;100567;184;
16603;23:22:12;101;100573;183;
16604;23:22:16;100;100580;184;
16605;23:22:20;102;100586;183;
16606;23:22:24;100;100593;184;
16607;23:22:28;100;100600;184;
16608;23:22:32;98;100606;184;
16609;23:22:36;98;100613;183;
16610;23:22:40;97;100619;184;
16611;23:22:44;96;100626;183;
16612;23:22:48;96;100632;184;
16613;23:22:52;93;100639;184;
16614;23:22:56;96;100645;183;
16615;23:23:00;94;100652;184;
16616;23:23:04;94;100659;183;
16617;23:23:08;94;100665;184;
16618;23:23:12;96;100672;184;
16619;23:23:16;98;100678;184;
16620;23:23:20;98;100685;184;
16621;23:23:24;98;100692;184;
16622;23:23:28;100;100698;184;
16623;23:23:32;100;100705;184;
16624;23:23:36;101;100711;184;
16625;23:23:40;101;100718;184;
16626;23:23:44;101;100724;184;
16627;23:23:48;101;100731;184;
16628;23:23:52;101;100738;183;
16629;23:23:56;102;100744;184;
16630;23:24:00;102;100751;184;
16631;23:24:04;101;100757;184;
16632;23:24:08;100;100764;184;
16633;23:24:12;98;100771;184;
16634;23:24:16;98;100777;183;
16635;23:24:20;97;100784;184;
16636;23:24:24;98;100790;184;
16637;23:24:28;97;100797;184;
16638;23:24:32;97;100803;183;
16639;23:24:36;94;100810;184;
16640;23:24:40;94;100817;183;
16641;23:24:44;94;100823;184;
16642;23:24:48;94;100830;183;
16643;23:24:52;96;100836;184;
16644;23:24:56;94;100843;184;
16645;23:25:00;93;100849;184;
16646;23:25:04;93;100856;183;
16647;23:25:08;93;100863;183;
16648;23:25:12;94;100869;183;
16649;23:25:16;94;100876;183;
16650;23:25:20;94;100882;183;
16651;23:25:24;94;100889;184;
16652;23:25:28;96;100895;184;
16653;23:25:32;96;100902;183;
16654;23:25:36;94;100909;184;
16655;23:25:40;97;100915;183;
16656;23:25:44;97;100922;184;
16657;23:25:48;96;100928;183;
16658;23:25:52;96;100935;184;
16659;23:25:56;97;100941;183;
16660;23:26:00;98;100948;184;
16661;23:26:04;100;100955;183;
16662;23:26:08;98;100961;184;
16663;23:26:12;100;100968;184;
16664;23:26:16;100;100974;184;
16665;23:26:20;100;100981;183;
16666;23:26:24;100;100987;184;
16667;23:26:28;100;100994;183;
16668;23:26:32;100;101000;183;
16669;23:26:36;100;101007;183;
16670;23:26:40;100;101013;184;
16671;23:26:44;98;101020;183;
16672;23:26:48;100;101027;183;
16673;23:26:52;100;101033;183;
16674;23:26:56;101;101040;183;
16675;23:27:00;100;101046;184;
16676;23:27:04;101;101053;183;
16677;23:27:08;98;101059;184;
16678;23:27:12;100;101066;183;
16679;23:27:16;98;101073;184;
16680;23:27:20;100;101079;183;
16681;23:27:24;97;101086;184;
16682;23:27:28;98;101092;183;
16683;23:27:32;98;101099;184;
16684;23:27:36;98;101105;183;
16685;23:27:40;97;101112;184;
16686;23:27:44;97;101118;183;
16687;23:27:48;97;101125;184;
16688;23:27:52;96;101132;183;
16689;23:27:56;96;101138;183;
16690;23:28:00;93;101145;183;
16691;23:28:04;93;101151;184;
16692;23:28:08;91;101158;183;
16693;23:28:12;91;101164;184;
16694;23:28:16;91;101171;184;
16695;23:28:20;91;101178;184;
16696;23:28:24;92;101184;184;
16697;23:28:28;92;101191;183;
16698;23:28:32;93;101197;184;
16699;23:28:36;93;101204;184;
16700;23:28:40;94;101210;184;
16701;23:28:44;96;101217;184;
16702;23:28:48;97;101224;184;
16703;23:28:52;97;101230;183;
16704;23:28:56;97;101237;184;
16705;23:29:00;98;101243;183;
16706;23:29:04;100;101250;184;
16707;23:29:08;103;101256;184;
16708;23:29:12;103;101263;184;
16709;23:29:16;105;101270;183;
16710;23:29:20;103;101276;184;
16711;23:29:24;106;101283;183;
16712;23:29:28;105;101289;184;
16713;23:29:32;106;101296;184;
16714;23:29:36;106;101302;184;
16715;23:29:40;105;101309;183;
16716;23:29:44;106;101316;184;
16717;23:29:48;105;101322;183;
16718;23:29:52;105;101329;184;
16719;23:29:56;105;101335;184;
16720;23:30:00;106;101342;184;
16721;23:30:04;105;101349;183;
16722;23:30:08;105;101355;183;
16723;23:30:12;103;101362;183;
16724;23:30:16;102;101369;183;
16725;23:30:20;102;101375;184;
16726;23:30:24;102;101382;184;
16727;23:30:28;102;101388;184;
16728;23:30:32;98;101395;183;
16729;23:30:36;97;101401;184;
16730;23:30:40;96;101408;184;
16731;23:30:44;97;101415;184;
16732;23:30:48;98;101421;184;
16733;23:30:52;98;101428;184;
16734;23:30:56;98;101434;183;
16735;23:31:00;97;101441;184;
16736;23:31:04;98;101447;183;
16737;23:31:08;97;101454;184;
16738;23:31:12;97;101461;184;
16739;23:31:16;96;101467;184;
16740;23:31:20;98;101474;183;
