Heure;Débit;Total;Pression;Densité
21:00:44;96,96969697;86959;183;
21:00:46;96,96969697;86963;183;
21:00:48;96,96969697;86966;183;
21:00:50;98,24242424;86969;183;
21:00:52;98,24242424;86972;183;
21:00:54;98,24242424;86975;183;
21:00:56;99,51515152;86978;183;
21:00:58;100,7878788;86982;182;
21:01:00;100,7878788;86985;184;
21:01:02;100,7878788;86988;183;
21:01:04;100,7878788;86991;183;
21:01:06;99,51515152;86994;183;
21:01:08;99,51515152;86998;183;
21:01:10;100,7878788;87001;183;
21:01:12;100,7878788;87004;183;
21:01:14;99,51515152;87007;183;
21:01:16;100,7878788;87010;183;
21:01:18;100,7878788;87013;183;
21:01:20;99,51515152;87017;183;
21:01:22;99,51515152;87020;182;
21:01:24;96,96969697;87023;183;
21:01:26;98,24242424;87026;183;
21:01:28;99,51515152;87029;183;
21:01:30;99,51515152;87033;182;
21:01:32;98,27272727;87036;183;
21:01:34;98,27272727;87039;183;
21:01:36;98,27272727;87042;182;
21:01:39;97;87045;183;
21:01:41;97;87048;182;
21:01:43;97;87051;182;
21:01:45;95,72727273;87055;183;
21:01:47;95,72727273;87058;182;
21:01:49;95,72727273;87061;182;
21:01:51;95,72727273;87064;183;
21:01:53;95,72727273;87067;182;
21:01:55;95,72727273;87070;182;
21:01:57;94,45454545;87073;183;
21:01:59;94,45454545;87077;182;
21:02:01;95,72727273;87080;183;
21:02:02;94,45454545;87083;182;
21:02:04;93,18181818;87086;183;
21:02:06;91,90909091;87089;182;
21:02:08;91,90909091;87092;182;
21:02:10;90,63636364;87095;183;
21:02:12;90,63636364;87098;182;
21:02:14;90,63636364;87102;182;
21:02:16;89,36363636;87105;183;
21:02:18;89,36363636;87108;183;
21:02:20;89,36363636;87111;182;
21:02:22;88,09090909;87114;183;
21:02:24;88,09090909;87117;183;
21:02:26;88,09090909;87121;183;
21:02:28;88,09090909;87124;183;
21:02:30;89,36363636;87127;182;
21:02:32;88,09090909;87130;183;
21:02:34;88,09090909;87133;183;
21:02:36;88,09090909;87137;183;
21:02:38;86,81818182;87140;182;
21:02:40;88,09090909;87143;183;
21:02:42;88,09090909;87146;183;
21:02:44;88,09090909;87149;182;
21:02:46;89,36363636;87152;183;
21:02:48;89,36363636;87156;183;
21:02:50;89,36363636;87159;183;
21:02:52;90,63636364;87162;183;
21:02:54;90,63636364;87165;183;
21:02:56;90,63636364;87168;183;
21:02:58;90,63636364;87171;182;
21:03:00;91,90909091;87175;183;
21:03:02;91,90909091;87178;183;
21:03:04;91,90909091;87181;183;
21:03:06;91,90909091;87184;183;
21:03:08;91,90909091;87187;183;
21:03:10;91,90909091;87190;183;
21:03:12;91,90909091;87194;183;
21:03:14;91,90909091;87197;184;
21:03:16;91,90909091;87200;182;
21:03:18;93,18181818;87203;183;
21:03:20;93,18181818;87206;183;
21:03:22;93,18181818;87209;183;
21:03:24;93,18181818;87213;183;
21:03:26;93,18181818;87216;183;
21:03:28;93,18181818;87219;183;
21:03:30;93,18181818;87222;182;
21:03:32;94,45454545;87225;183;
21:03:34;94,45454545;87228;183;
21:03:36;95,72727273;87232;183;
21:03:38;95,72727273;87235;182;
21:03:40;94,45454545;87238;183;
21:03:42;95,72727273;87241;183;
21:03:44;95,72727273;87244;182;
21:03:46;94,45454545;87248;183;
21:03:48;94,45454545;87251;182;
21:03:50;95,72727273;87254;183;
21:03:53;94,45454545;87257;182;
21:03:55;94,45454545;87260;183;
21:03:57;94,45454545;87263;182;
21:03:59;93,18181818;87266;183;
21:04:01;94,45454545;87270;183;
21:04:03;94,45454545;87273;182;
21:04:05;94,45454545;87276;182;
21:04:06;94,45454545;87279;183;
21:04:08;94,45454545;87282;183;
21:04:10;94,45454545;87285;182;
21:04:12;93,18181818;87289;183;
21:04:14;93,18181818;87292;182;
21:04:16;94,45454545;87295;182;
21:04:18;94,45454545;87298;183;
21:04:20;94,45454545;87301;182;
21:04:22;95,72727273;87304;183;
21:04:24;94,45454545;87308;183;
21:04:26;94,45454545;87311;182;
21:04:28;95,72727273;87314;182;
21:04:30;97;87317;182;
21:04:32;98,27272727;87320;183;
21:04:34;99,54545455;87323;182;
21:04:36;100,8181818;87327;183;
21:04:38;99,54545455;87330;182;
21:04:40;98,27272727;87333;183;
21:04:42;98,27272727;87336;182;
21:04:44;98,27272727;87339;183;
21:04:46;98,27272727;87342;182;
21:04:48;98,27272727;87346;182;
21:04:50;98,27272727;87349;183;
21:04:52;98,27272727;87352;182;
21:04:54;99,54545455;87355;183;
21:04:56;98,27272727;87358;183;
21:04:58;99,54545455;87361;183;
21:05:00;100,8181818;87365;182;
21:05:02;100,8181818;87368;183;
21:05:04;100,8181818;87371;182;
21:05:06;99,54545455;87374;182;
21:05:08;99,54545455;87377;183;
21:05:10;99,54545455;87380;183;
21:05:12;98,27272727;87383;182;
21:05:14;98,27272727;87387;182;
21:05:16;98,27272727;87390;183;
21:05:18;98,27272727;87393;182;
21:05:20;98,27272727;87396;182;
21:05:22;97;87399;184;
21:05:24;97;87403;182;
21:05:26;98,27272727;87406;183;
21:05:28;97;87409;183;
21:05:30;97;87412;183;
21:05:32;97;87415;182;
21:05:34;95,72727273;87419;183;
21:05:36;94,45454545;87422;183;
21:05:38;93,18181818;87425;182;
21:05:40;93,18181818;87428;183;
21:05:42;91,90909091;87431;183;
21:05:44;91,90909091;87434;183;
21:05:46;91,90909091;87438;182;
21:05:48;90,63636364;87441;184;
21:05:50;90,63636364;87444;183;
21:05:52;91,90909091;87447;182;
21:05:54;91,90909091;87450;183;
21:05:56;91,90909091;87453;182;
21:05:58;93,18181818;87456;183;
21:06:01;91,90909091;87460;183;
21:06:03;91,90909091;87463;183;
21:06:05;90,63636364;87466;182;
21:06:07;89,36363636;87469;183;
21:06:09;89,36363636;87472;183;
21:06:11;89,36363636;87476;182;
21:06:13;90,63636364;87479;183;
21:06:15;90,63636364;87482;183;
21:06:17;90,63636364;87485;182;
21:06:18;91,90909091;87488;182;
21:06:20;91,90909091;87491;183;
21:06:22;91,90909091;87495;183;
21:06:24;91,90909091;87498;182;
21:06:26;91,90909091;87501;183;
21:06:28;91,90909091;87504;183;
21:06:30;91,90909091;87507;183;
21:06:32;90,63636364;87510;183;
21:06:34;90,63636364;87514;183;
21:06:36;90,63636364;87517;182;
21:06:38;90,63636364;87520;182;
21:06:40;91,90909091;87523;183;
21:06:42;93,18181818;87526;182;
21:06:44;93,18181818;87529;183;
21:06:46;93,18181818;87533;183;
21:06:48;93,18181818;87536;183;
21:06:50;93,18181818;87539;182;
21:06:52;93,18181818;87542;183;
21:06:54;93,18181818;87545;183;
21:06:56;93,18181818;87549;182;
21:06:58;91,90909091;87552;182;
21:07:00;90,63636364;87555;183;
21:07:02;90,63636364;87558;183;
21:07:04;89,36363636;87561;182;
21:07:06;90,63636364;87565;183;
21:07:08;91,90909091;87568;182;
21:07:10;93,18181818;87571;182;
21:07:12;93,18181818;87574;183;
21:07:14;93,18181818;87577;182;
21:07:16;93,18181818;87580;183;
21:07:18;91,90909091;87584;183;
21:07:20;91,90909091;87587;183;
21:07:22;91,90909091;87590;182;
21:07:24;90,63636364;87593;183;
21:07:26;90,63636364;87596;184;
21:07:28;90,63636364;87599;182;
21:07:30;90,63636364;87603;183;
21:07:32;90,63636364;87606;183;
21:07:34;90,63636364;87609;183;
21:07:36;91,90909091;87612;182;
21:07:38;93,18181818;87615;183;
21:07:40;93,18181818;87619;183;
21:07:42;93,18181818;87622;182;
21:07:44;94,45454545;87625;183;
21:07:46;93,18181818;87628;183;
21:07:48;91,90909091;87631;183;
21:07:50;93,18181818;87634;182;
21:07:52;91,90909091;87638;183;
21:07:54;91,90909091;87641;182;
21:07:56;93,18181818;87644;182;
21:07:58;93,18181818;87647;183;
21:08:00;94,45454545;87650;182;
21:08:02;95,72727273;87653;183;
21:08:04;95,72727273;87657;183;
21:08:06;95,72727273;87660;183;
21:08:08;95,72727273;87663;182;
21:08:11;97;87666;183;
21:08:13;97;87669;183;
21:08:15;95,72727273;87672;182;
21:08:17;94,45454545;87676;182;
21:08:19;95,72727273;87679;183;
21:08:21;95,72727273;87682;182;
21:08:23;97;87685;182;
21:08:25;97;87688;183;
21:08:27;95,72727273;87691;183;
21:08:28;95,72727273;87695;182;
21:08:30;95,72727273;87698;183;
21:08:32;95,72727273;87701;182;
21:08:34;95,72727273;87704;182;
21:08:36;95,72727273;87707;182;
21:08:38;95,72727273;87710;183;
21:08:40;95,72727273;87713;182;
21:08:42;95,72727273;87717;182;
21:08:44;94,45454545;87720;183;
21:08:46;94,45454545;87723;182;
21:08:48;94,45454545;87726;182;
21:08:50;93,18181818;87729;183;
21:08:52;91,90909091;87733;182;
21:08:54;93,18181818;87736;182;
21:08:56;91,90909091;87739;183;
21:08:58;91,90909091;87742;182;
21:09:00;93,18181818;87745;182;
21:09:02;91,90909091;87748;183;
21:09:04;93,18181818;87752;182;
21:09:06;93,18181818;87755;182;
21:09:08;91,90909091;87758;182;
21:09:10;91,90909091;87761;183;
21:09:12;91,90909091;87764;182;
21:09:14;91,90909091;87767;182;
21:09:16;90,63636364;87771;183;
21:09:18;89,36363636;87774;182;
21:09:20;90,63636364;87777;182;
21:09:22;90,63636364;87780;183;
21:09:24;89,36363636;87783;182;
21:09:26;89,36363636;87786;182;
21:09:28;88,09090909;87789;183;
21:09:30;88,09090909;87793;182;
21:09:32;89,36363636;87796;182;
21:09:34;90,63636364;87799;183;
21:09:36;91,90909091;87802;182;
21:09:38;91,90909091;87805;182;
21:09:40;93,18181818;87809;182;
21:09:42;93,18181818;87812;183;
21:09:44;93,18181818;87815;182;
21:09:46;94,45454545;87818;182;
21:09:48;93,18181818;87821;183;
21:09:50;91,90909091;87824;182;
21:09:52;93,18181818;87828;182;
21:09:54;93,18181818;87831;183;
21:09:56;93,18181818;87834;182;
21:09:58;94,45454545;87837;182;
21:10:00;93,18181818;87840;183;
21:10:02;94,45454545;87844;182;
21:10:04;95,72727273;87847;182;
21:10:06;95,72727273;87850;183;
21:10:08;95,72727273;87853;183;
21:10:10;95,72727273;87856;182;
21:10:12;95,72727273;87859;182;
21:10:14;95,72727273;87863;183;
21:10:16;95,72727273;87866;182;
21:10:18;97;87869;182;
21:10:20;95,72727273;87872;183;
21:10:22;97;87875;182;
21:10:25;98,27272727;87878;182;
21:10:27;97;87882;183;
21:10:29;97;87885;182;
21:10:31;97;87888;182;
21:10:33;98,27272727;87891;183;
21:10:35;99,54545455;87894;183;
21:10:37;100,8181818;87897;182;
21:10:39;102,0909091;87901;182;
21:10:40;100,8181818;87904;182;
21:10:42;99,54545455;87907;182;
21:10:44;100,8181818;87910;182;
21:10:46;99,54545455;87913;183;
21:10:48;99,54545455;87916;182;
21:10:50;100,8181818;87920;182;
21:10:52;99,54545455;87923;183;
21:10:54;99,54545455;87926;182;
21:10:56;102,0909091;87929;182;
21:10:58;100,8181818;87932;182;
21:11:00;100,8181818;87936;182;
21:11:02;100,8181818;87939;182;
21:11:04;100,8181818;87942;182;
21:11:06;100,8181818;87945;183;
21:11:08;99,54545455;87948;182;
21:11:10;99,54545455;87951;182;
21:11:12;98,27272727;87955;183;
21:11:14;98,27272727;87958;183;
21:11:16;98,27272727;87961;182;
21:11:18;97;87964;183;
21:11:20;97;87967;182;
21:11:22;97;87970;182;
21:11:24;95,72727273;87974;183;
21:11:26;97;87977;182;
21:11:28;95,72727273;87980;182;
21:11:30;94,45454545;87983;182;
21:11:32;94,45454545;87986;183;
21:11:34;94,45454545;87989;182;
21:11:36;94,45454545;87993;182;
21:11:38;93,18181818;87996;183;
21:11:40;91,90909091;87999;182;
21:11:42;90,63636364;88002;183;
21:11:44;90,63636364;88005;183;
21:11:46;90,63636364;88008;182;
21:11:48;90,63636364;88012;182;
21:11:50;90,63636364;88015;183;
21:11:52;91,90909091;88018;182;
21:11:54;91,90909091;88021;182;
21:11:56;91,90909091;88024;182;
21:11:58;91,90909091;88028;183;
21:12:00;91,90909091;88031;182;
21:12:02;90,63636364;88034;182;
21:12:04;90,63636364;88037;183;
21:12:06;90,63636364;88040;182;
21:12:08;90,63636364;88043;182;
21:12:10;90,63636364;88047;183;
21:12:12;90,63636364;88050;182;
21:12:14;91,90909091;88053;183;
21:12:16;91,90909091;88056;183;
21:12:18;93,18181818;88059;182;
21:12:20;94,45454545;88063;182;
21:12:22;93,18181818;88066;183;
21:12:24;93,18181818;88069;183;
21:12:26;93,18181818;88072;182;
21:12:28;94,45454545;88075;182;
21:12:30;93,18181818;88078;183;
21:12:32;93,18181818;88082;183;
21:12:34;94,45454545;88085;182;
21:12:36;94,45454545;88088;183;
21:12:38;95,72727273;88091;182;
21:12:41;97;88094;182;
21:12:43;97;88097;183;
21:12:45;97;88101;182;
21:12:47;97;88104;182;
21:12:49;98,27272727;88107;182;
21:12:51;97;88110;183;
21:12:53;97;88113;182;
21:12:55;98,27272727;88116;182;
21:12:56;97;88120;183;
21:12:58;95,72727273;88123;182;
21:13:00;95,72727273;88126;182;
21:13:02;95,72727273;88129;183;
21:13:04;95,72727273;88132;182;
21:13:06;95,72727273;88135;182;
21:13:08;97;88139;183;
21:13:10;97;88142;182;
21:13:12;97;88145;182;
21:13:14;97;88148;182;
21:13:16;97;88151;182;
21:13:18;97;88154;182;
21:13:20;95,72727273;88158;182;
21:13:22;94,45454545;88161;183;
21:13:24;94,45454545;88164;182;
21:13:26;93,18181818;88167;182;
21:13:28;93,18181818;88170;183;
21:13:30;93,18181818;88174;182;
21:13:32;93,18181818;88177;182;
21:13:34;93,18181818;88180;183;
21:13:36;95,72727273;88183;182;
21:13:38;95,72727273;88186;182;
21:13:40;94,45454545;88189;183;
21:13:42;94,45454545;88193;183;
21:13:44;93,18181818;88196;182;
21:13:46;93,18181818;88199;183;
21:13:48;93,18181818;88202;183;
21:13:50;93,18181818;88205;182;
21:13:52;94,45454545;88208;182;
21:13:54;93,18181818;88212;183;
21:13:56;94,45454545;88215;182;
21:13:58;95,72727273;88218;182;
21:14:00;94,45454545;88221;183;
21:14:02;94,45454545;88224;182;
21:14:04;95,72727273;88227;182;
21:14:06;97;88231;182;
21:14:08;95,72727273;88234;183;
21:14:10;97;88237;182;
21:14:12;98,27272727;88240;182;
21:14:14;97;88243;183;
21:14:16;97;88247;182;
21:14:18;98,27272727;88250;182;
21:14:20;98,27272727;88253;183;
21:14:22;98,27272727;88256;182;
21:14:24;98,27272727;88259;182;
21:14:26;99,54545455;88263;183;
21:14:28;100,8181818;88266;182;
21:14:30;100,8181818;88269;182;
21:14:32;100,8181818;88272;183;
21:14:34;100,8181818;88275;182;
21:14:36;100,8181818;88278;182;
21:14:38;102,0909091;88282;182;
21:14:40;100,8181818;88285;183;
21:14:42;99,54545455;88288;182;
21:14:44;100,8181818;88291;182;
21:14:46;100,8181818;88294;183;
21:14:48;100,8181818;88297;182;
21:14:51;100,8181818;88301;182;
21:14:53;100,8181818;88304;183;
21:14:55;100,8181818;88307;182;
21:14:57;102,0909091;88310;182;
21:14:59;100,8181818;88313;183;
21:15:01;100,8181818;88317;182;
21:15:03;99,54545455;88320;182;
21:15:04;98,27272727;88323;182;
21:15:06;98,27272727;88326;182;
21:15:08;98,27272727;88329;182;
21:15:10;98,27272727;88332;182;
21:15:12;97;88336;183;
21:15:14;97;88339;182;
21:15:16;97;88342;182;
21:15:18;95,72727273;88345;183;
21:15:20;97;88348;182;
21:15:22;98,27272727;88351;182;
21:15:24;98,27272727;88355;182;
21:15:26;98,27272727;88358;182;
21:15:28;98,27272727;88361;182;
21:15:30;99,54545455;88364;182;
21:15:32;98,27272727;88367;183;
21:15:34;97;88370;182;
21:15:36;97;88374;182;
21:15:38;97;88377;182;
21:15:40;97;88380;182;
21:15:42;98,27272727;88383;182;
21:15:44;97;88386;183;
21:15:46;95,72727273;88389;182;
21:15:48;95,72727273;88393;182;
21:15:50;94,45454545;88396;183;
21:15:52;94,45454545;88399;182;
21:15:54;94,45454545;88402;182;
21:15:56;95,72727273;88405;182;
21:15:58;95,72727273;88408;182;
21:16:00;97;88411;182;
21:16:02;97;88415;182;
21:16:04;97;88418;182;
21:16:06;97;88421;182;
21:16:08;98,27272727;88424;182;
21:16:10;98,27272727;88427;183;
21:16:12;97;88431;182;
21:16:14;98,27272727;88434;182;
21:16:16;97;88437;183;
21:16:18;97;88440;182;
21:16:20;98,27272727;88443;182;
21:16:22;97;88446;183;
21:16:24;97;88450;182;
21:16:26;97;88453;182;
21:16:28;95,72727273;88456;182;
21:16:30;94,45454545;88459;183;
21:16:32;94,45454545;88462;182;
21:16:34;94,45454545;88466;182;
21:16:36;93,18181818;88469;183;
21:16:38;93,18181818;88472;182;
21:16:40;93,18181818;88475;182;
21:16:42;91,90909091;88478;183;
21:16:44;91,90909091;88481;182;
21:16:46;91,90909091;88485;182;
21:16:48;91,90909091;88488;183;
21:16:50;91,90909091;88491;182;
21:16:52;93,18181818;88494;182;
21:16:54;94,45454545;88497;182;
21:16:56;95,72727273;88501;182;
21:16:58;95,72727273;88504;182;
21:17:00;97;88507;182;
21:17:02;95,72727273;88510;183;
21:17:04;94,45454545;88513;182;
21:17:07;93,18181818;88516;182;
21:17:09;91,90909091;88520;183;
21:17:11;91,90909091;88523;182;
21:17:13;91,90909091;88526;182;
21:17:15;91,90909091;88529;182;
21:17:17;91,90909091;88532;182;
21:17:19;93,18181818;88535;182;
21:17:20;93,18181818;88539;183;
21:17:22;93,18181818;88542;182;
21:17:24;93,18181818;88545;182;
21:17:26;93,18181818;88548;182;
21:17:28;93,18181818;88551;182;
21:17:30;93,18181818;88554;182;
21:17:32;93,18181818;88558;182;
21:17:34;93,18181818;88561;183;
21:17:36;93,18181818;88564;182;
21:17:38;95,6969697;88567;182;
21:17:40;96,96969697;88570;183;
21:17:42;98,24242424;88573;182;
21:17:44;99,51515152;88576;182;
21:17:46;99,51515152;88580;182;
21:17:48;100,7878788;88583;182;
21:17:50;102,0606061;88586;182;
21:17:52;103,3333333;88589;182;
21:17:54;102,0606061;88592;183;
21:17:56;102,0606061;88596;182;
21:17:58;103,3333333;88599;182;
21:18:00;102,0606061;88602;183;
21:18:02;100,7878788;88605;182;
21:18:04;102,0606061;88608;182;
21:18:06;100,7878788;88611;183;
21:18:08;102,0606061;88615;182;
21:18:10;102,0606061;88618;182;
21:18:12;102,0606061;88621;183;
21:18:14;102,0606061;88624;182;
21:18:16;102,0606061;88627;182;
21:18:18;102,0606061;88630;182;
21:18:20;100,7878788;88634;183;
21:18:22;100,7878788;88637;182;
21:18:24;100,7878788;88640;182;
21:18:26;99,51515152;88643;183;
21:18:28;99,51515152;88646;182;
21:18:30;99,51515152;88649;182;
21:18:32;99,51515152;88653;183;
21:18:34;99,51515152;88656;182;
21:18:36;100,7878788;88659;182;
21:18:38;100,7878788;88662;183;
21:18:40;102,0606061;88665;182;
21:18:42;102,0606061;88669;182;
21:18:44;100,8181818;88672;182;
21:18:46;99,54545455;88675;182;
21:18:48;98,27272727;88678;182;
21:18:50;99,51515152;88681;182;
21:18:52;99,51515152;88684;183;
21:18:54;98,24242424;88688;182;
21:18:56;98,24242424;88691;182;
21:18:58;96,96969697;88694;183;
21:19:00;96,96969697;88697;182;
21:19:02;98,24242424;88700;182;
21:19:04;96,96969697;88704;183;
21:19:06;96,96969697;88707;182;
21:19:08;96,96969697;88710;182;
21:19:10;95,6969697;88713;182;
21:19:12;95,6969697;88716;183;
21:19:15;94,42424242;88719;182;
21:19:17;94,42424242;88722;182;
21:19:19;94,42424242;88726;183;
21:19:21;94,42424242;88729;182;
21:19:23;94,42424242;88732;182;
21:19:25;94,42424242;88735;183;
21:19:26;94,42424242;88738;182;
21:19:28;95,6969697;88741;182;
21:19:30;95,6969697;88745;183;
21:19:32;95,6969697;88748;182;
21:19:34;95,6969697;88751;182;
21:19:36;96,96969697;88754;182;
21:19:38;95,6969697;88757;183;
21:19:40;95,6969697;88760;182;
21:19:42;95,6969697;88764;182;
21:19:44;94,42424242;88767;183;
21:19:46;93,15151515;88770;182;
21:19:48;94,42424242;88773;182;
21:19:50;93,15151515;88776;183;
21:19:52;94,42424242;88780;182;
21:19:54;95,6969697;88783;182;
21:19:56;93,18181818;88786;183;
21:19:58;93,18181818;88789;182;
21:20:00;93,18181818;88792;182;
21:20:02;91,90909091;88796;182;
21:20:04;91,90909091;88799;182;
21:20:06;91,90909091;88802;182;
21:20:08;91,90909091;88805;182;
21:20:10;91,90909091;88808;183;
21:20:12;91,90909091;88811;182;
21:20:14;93,18181818;88815;182;
21:20:16;93,18181818;88818;183;
21:20:18;94,45454545;88821;182;
21:20:20;95,72727273;88824;182;
21:20:22;95,72727273;88827;182;
21:20:24;97;88831;182;
21:20:26;98,27272727;88834;182;
21:20:28;98,27272727;88837;182;
21:20:30;98,27272727;88840;182;
21:20:32;98,27272727;88843;182;
21:20:34;97;88847;182;
21:20:36;95,72727273;88850;182;
21:20:38;95,72727273;88853;182;
21:20:40;97;88856;182;
21:20:42;95,72727273;88859;183;
21:20:44;95,72727273;88862;182;
21:20:46;97;88866;182;
21:20:48;97;88869;183;
21:20:50;97;88872;182;
21:20:52;98,27272727;88875;182;
21:20:54;97;88878;182;
21:20:56;97;88881;182;
21:20:58;95,72727273;88885;182;
21:21:00;94,45454545;88888;182;
21:21:02;94,45454545;88891;183;
21:21:04;94,45454545;88894;182;
21:21:06;95,72727273;88897;182;
21:21:08;95,72727273;88900;183;
21:21:10;95,72727273;88904;182;
21:21:12;97;88907;182;
21:21:14;95,72727273;88910;183;
21:21:16;97;88913;182;
21:21:18;97;88916;182;
21:21:20;95,72727273;88919;183;
21:21:22;95,72727273;88923;182;
21:21:24;94,45454545;88926;182;
21:21:26;94,45454545;88929;182;
21:21:28;94,45454545;88932;183;
21:21:30;94,45454545;88935;182;
21:21:32;94,45454545;88939;182;
21:21:35;94,45454545;88942;183;
21:21:37;94,45454545;88945;182;
21:21:39;95,72727273;88948;182;
21:21:41;95,72727273;88951;183;
21:21:43;98,27272727;88954;182;
21:21:45;99,54545455;88958;182;
21:21:46;98,27272727;88961;183;
21:21:48;98,27272727;88964;182;
21:21:50;98,27272727;88967;182;
21:21:52;97;88970;182;
21:21:54;95,72727273;88973;182;
21:21:56;95,72727273;88976;182;
21:21:58;94,45454545;88980;182;
21:22:00;94,45454545;88983;183;
21:22:02;94,45454545;88986;182;
21:22:04;95,72727273;88989;182;
21:22:06;95,72727273;88992;183;
21:22:08;95,72727273;88996;182;
21:22:10;97;88999;182;
21:22:12;95,72727273;89002;182;
21:22:14;95,72727273;89005;182;
21:22:16;95,72727273;89008;182;
21:22:18;95,72727273;89011;182;
21:22:20;95,72727273;89015;183;
21:22:22;94,45454545;89018;182;
21:22:24;95,72727273;89021;182;
21:22:26;95,72727273;89024;183;
21:22:28;95,72727273;89027;182;
21:22:30;95,72727273;89030;182;
21:22:32;94,45454545;89034;183;
21:22:34;94,45454545;89037;182;
21:22:36;93,18181818;89040;182;
21:22:38;93,18181818;89043;183;
21:22:40;94,45454545;89046;182;
21:22:42;94,45454545;89049;182;
21:22:44;94,45454545;89053;182;
21:22:46;94,45454545;89056;182;
21:22:48;93,18181818;89059;182;
21:22:50;91,90909091;89062;182;
21:22:52;91,90909091;89065;183;
21:22:54;91,90909091;89068;182;
21:22:56;93,18181818;89072;182;
21:22:58;93,18181818;89075;183;
21:23:00;93,18181818;89078;182;
21:23:02;94,45454545;89081;182;
21:23:04;94,45454545;89084;182;
21:23:06;95,72727273;89087;182;
21:23:08;95,72727273;89091;182;
21:23:10;94,45454545;89094;182;
21:23:12;94,45454545;89097;182;
21:23:14;95,72727273;89100;182;
21:23:16;95,72727273;89103;182;
21:23:18;95,72727273;89106;182;
21:23:20;95,72727273;89110;182;
21:23:22;97;89113;182;
21:23:24;95,72727273;89116;183;
21:23:26;95,72727273;89119;182;
21:23:28;97;89122;182;
21:23:30;95,72727273;89125;183;
21:23:32;95,72727273;89129;182;
21:23:34;97;89132;182;
21:23:36;97;89135;183;
21:23:38;97;89138;182;
21:23:40;97;89141;182;
21:23:42;98,27272727;89144;183;
21:23:44;97;89148;182;
21:23:46;95,72727273;89151;182;
21:23:49;97;89154;182;
21:23:51;95,72727273;89157;183;
21:23:53;95,72727273;89160;182;
21:23:55;95,72727273;89163;182;
21:23:57;97;89167;183;
21:23:58;97;89170;182;
21:24:00;97;89173;182;
21:24:02;97;89176;182;
21:24:04;97;89179;182;
21:24:06;97;89183;182;
21:24:08;97;89186;183;
21:24:10;97;89189;183;
21:24:12;95,72727273;89192;182;
21:24:14;95,72727273;89195;182;
21:24:16;97;89199;183;
21:24:18;97;89202;183;
21:24:20;95,72727273;89205;182;
21:24:22;95,72727273;89208;183;
21:24:24;95,72727273;89211;182;
21:24:26;95,72727273;89214;182;
21:24:28;95,72727273;89218;183;
21:24:30;95,72727273;89221;182;
21:24:32;95,72727273;89224;182;
21:24:34;95,72727273;89227;182;
21:24:36;95,72727273;89230;182;
21:24:38;95,72727273;89233;182;
21:24:40;95,72727273;89237;182;
21:24:42;97;89240;183;
21:24:44;98,27272727;89243;182;
21:24:46;98,27272727;89246;183;
21:24:48;98,27272727;89250;182;
21:24:50;98,27272727;89253;182;
21:24:52;98,27272727;89256;182;
21:24:54;98,27272727;89259;183;
21:24:56;98,27272727;89262;182;
21:24:58;98,27272727;89265;182;
21:25:00;98,27272727;89269;182;
21:25:02;97;89272;183;
21:25:04;97;89275;182;
21:25:06;98,27272727;89278;182;
21:25:08;98,27272727;89281;183;
21:25:10;98,27272727;89284;182;
21:25:12;99,54545455;89288;182;
21:25:14;99,54545455;89291;183;
21:25:16;99,54545455;89294;182;
21:25:18;100,8181818;89297;182;
21:25:20;102,0909091;89300;182;
21:25:22;100,8181818;89304;183;
21:25:24;100,8181818;89307;182;
21:25:26;100,8181818;89310;182;
21:25:28;98,27272727;89313;183;
21:25:30;99,54545455;89316;182;
21:25:32;100,8181818;89319;182;
21:25:34;99,54545455;89323;183;
21:25:36;100,8181818;89326;182;
21:25:38;102,0909091;89329;182;
21:25:40;100,8181818;89332;183;
21:25:42;100,8181818;89335;182;
21:25:44;100,8181818;89338;182;
21:25:46;100,8181818;89342;183;
21:25:48;99,54545455;89345;182;
21:25:50;98,27272727;89348;182;
21:25:52;98,27272727;89351;182;
21:25:54;97;89354;183;
21:25:56;97;89357;182;
21:25:59;97;89361;182;
21:26:01;95,72727273;89364;183;
21:26:03;95,72727273;89367;182;
21:26:04;97;89370;182;
21:26:06;97;89373;182;
21:26:08;97;89377;182;
21:26:10;97;89380;182;
21:26:12;95,72727273;89383;182;
21:26:14;94,45454545;89386;183;
21:26:16;93,18181818;89389;182;
21:26:18;91,90909091;89392;182;
21:26:20;90,63636364;89396;183;
21:26:22;90,63636364;89399;182;
21:26:24;89,36363636;89402;182;
21:26:26;88,09090909;89405;183;
21:26:28;88,09090909;89408;182;
21:26:30;88,09090909;89411;182;
21:26:32;88,09090909;89415;183;
21:26:34;89,36363636;89418;182;
21:26:36;88,09090909;89421;182;
21:26:38;88,09090909;89424;182;
21:26:40;88,09090909;89427;183;
21:26:42;86,81818182;89430;182;
21:26:44;86,81818182;89434;182;
21:26:46;86,81818182;89437;183;
21:26:48;86,81818182;89440;182;
21:26:50;86,81818182;89443;182;
21:26:52;86,81818182;89446;182;
21:26:54;86,81818182;89449;182;
21:26:56;86,81818182;89453;182;
21:26:58;86,81818182;89456;183;
21:27:00;86,81818182;89459;182;
21:27:02;86,81818182;89462;182;
21:27:04;86,81818182;89465;182;
21:27:06;86,81818182;89468;182;
21:27:08;86,81818182;89472;182;
21:27:10;85,54545455;89475;182;
21:27:12;85,54545455;89478;183;
21:27:14;85,54545455;89481;182;
21:27:16;85,54545455;89484;182;
21:27:18;85,54545455;89487;183;
